true,predicted,category,feature
0.2898214581786701,3.0372228048790344,no_correction,veterans
-3.958191923307544,-4.373215276157279,no_correction,violence
-5.756336985789053,-6.558445407558636,no_correction,vote
-6.598823602624229,-6.966319954569062,no_correction,voting
-7.298437664252843,-7.213964269851063,no_correction,voting rights
-0.8755600294112641,-1.7265467886730608,no_correction,workers
-3.0780422908431526,-4.142775716213112,no_correction,working
-3.5232660822919746,-6.35099186631539,non_parametric_bootstrap,access
-4.034277789108793,-9.353939336540684,non_parametric_bootstrap,affordable
4.623356921393424,7.477769014208723,non_parametric_bootstrap,america
5.389779863661767,6.426341589091078,non_parametric_bootstrap,american
-2.6562746973439,-3.12299133431452,non_parametric_bootstrap,assistance
-3.054924267567475,-5.983072006848454,non_parametric_bootstrap,attack
19.111249465908212,35.52355304065122,non_parametric_bootstrap,biden
6.549238145580037,16.894308826934967,non_parametric_bootstrap,biden administration
3.083796087577673,3.237299700599995,non_parametric_bootstrap,bill
-4.7148702656745085,-8.745113739318812,non_parametric_bootstrap,bipartisan
8.841178367293622,21.343544929380204,non_parametric_bootstrap,border
-5.1561275050048,-8.635846307402574,non_parametric_bootstrap,capitol
-6.231914106966158,-11.327117859768316,non_parametric_bootstrap,care
-1.6008439478502645,-1.8229435776139573,non_parametric_bootstrap,celebrate
-3.434977381558946,-6.098821686822292,non_parametric_bootstrap,change
-4.058685689729074,-7.479672942376721,non_parametric_bootstrap,child
-1.2157787405920215,-2.1831599626955893,non_parametric_bootstrap,children
4.708052040499052,10.826554757834053,non_parametric_bootstrap,china
1.703324006506227,3.043435544475883,non_parametric_bootstrap,colleagues
-3.755225560617287,-8.76686896294412,non_parametric_bootstrap,community
-1.1464319017429607,-1.0813911538388004,non_parametric_bootstrap,congress
3.775924536754108,10.61403731081361,non_parametric_bootstrap,control
-1.3029834298967968,-1.0561502084442702,non_parametric_bootstrap,country
2.042873465625277,4.509627866345499,non_parametric_bootstrap,court
3.697755130013221,7.537482080430043,non_parametric_bootstrap,crisis
-1.9634779737990864,-4.945057322319763,non_parametric_bootstrap,critical
2.059132488569,3.644853858409264,non_parametric_bootstrap,debt
-11.121788245835043,-21.68592595679621,non_parametric_bootstrap,democracy
11.880509337786597,19.64850073934352,non_parametric_bootstrap,democrats
0.33518450168651964,0.9535981016519203,non_parametric_bootstrap,deserve
0.42840832420043007,0.637447249540552,non_parametric_bootstrap,economic
0.22231134880708522,-0.9040326944649412,non_parametric_bootstrap,economy
-0.2539290513770431,-1.079232381967113,non_parametric_bootstrap,election
1.5816529324450204,6.152882215379672,non_parametric_bootstrap,enforcement
-4.59937134755305,-7.153572147783834,non_parametric_bootstrap,ensure
0.4433182573264462,0.2189188417794896,non_parametric_bootstrap,family
2.204373370351201,4.356022718982388,non_parametric_bootstrap,federal
-2.665895279776464,-5.7525286002714,non_parametric_bootstrap,fight
-2.006437619831724,-3.1741130432527966,non_parametric_bootstrap,free
2.090421961752206,2.8286381964017764,non_parametric_bootstrap,freedom
-3.009311269330794,-7.327774165891024,non_parametric_bootstrap,funding
-0.046861304010036964,1.4148921950218214,non_parametric_bootstrap,give
-2.733634324222076,-3.137116210491462,non_parametric_bootstrap,good
5.755826716392996,8.63350606781574,non_parametric_bootstrap,government
3.2068616691487573,5.752161669724738,non_parametric_bootstrap,great
1.8876653369912684,2.2037069767717723,non_parametric_bootstrap,happy
-6.988210937701064,-11.721384755057299,non_parametric_bootstrap,health
-3.1898344493626385,-6.866713921822486,non_parametric_bootstrap,health care
-5.8134828369319385,-9.185330129145044,non_parametric_bootstrap,help
-1.2279492329048223,-1.828822525250404,non_parametric_bootstrap,home
0.5317142387272298,0.5372581417654766,non_parametric_bootstrap,honor
0.0806627312722381,0.665183213833586,non_parametric_bootstrap,hope
5.2844467706729334,15.569494957542952,non_parametric_bootstrap,illegal
1.4661513575510603,1.5732307964386254,non_parametric_bootstrap,issues
-4.359789545486859,-6.111006226481124,non_parametric_bootstrap,jobs
-3.6917583906995537,-6.097974319860464,non_parametric_bootstrap,justice
-4.2950002246722185,-4.321012126418478,non_parametric_bootstrap,law
-1.1393169923355335,-2.3488741022592556,non_parametric_bootstrap,lead
0.13163637265157016,0.36263102474315123,non_parametric_bootstrap,leadership
1.9206370085939273,3.3100367505599757,non_parametric_bootstrap,left
-2.343995198563434,-5.816676307647124,non_parametric_bootstrap,local
-2.360279933383742,-5.820550880733589,non_parametric_bootstrap,loved ones
7.38180106207612,22.232549689633572,non_parametric_bootstrap,mandate
2.2493843697437126,5.224196362100666,non_parametric_bootstrap,military
1.2952247514849191,4.06510176463338,non_parametric_bootstrap,nation
2.9727249066764254,5.685195498472812,non_parametric_bootstrap,national
-0.04101204674437137,-1.116478544840947,non_parametric_bootstrap,needs
-1.1219788339081365,-1.2855655554411631,non_parametric_bootstrap,people
1.0425410544772544,1.877848659404276,non_parametric_bootstrap,power
8.885219648494378,13.706554560131325,non_parametric_bootstrap,president
4.332762404879103,7.794739765147836,non_parametric_bootstrap,prices
-6.644462002625309,-9.956641918665833,non_parametric_bootstrap,protect
-0.8549539494651605,-2.1017591206816966,non_parametric_bootstrap,proud
-1.2145275954141634,-2.484076377410245,non_parametric_bootstrap,provide
-1.0238103688695719,-1.3239892656373797,non_parametric_bootstrap,republicans
-6.947831977917711,-6.649291161489922,non_parametric_bootstrap,right
-5.339495677538459,-8.259421680097828,non_parametric_bootstrap,rights
-1.5073628058106416,-3.073184125979099,non_parametric_bootstrap,safety
-0.5312370977148413,1.0712150206515176,non_parametric_bootstrap,school
0.8904609206547544,3.3422122325301573,non_parametric_bootstrap,security
-5.937245091397835,-8.250542940118748,non_parametric_bootstrap,senate
-0.09830186479747315,1.106194461308854,non_parametric_bootstrap,serve
0.8883943231550608,-0.1411689725927615,non_parametric_bootstrap,service
-0.16292646920061052,1.1421848808917021,non_parametric_bootstrap,small businesses
10.074920869838207,27.929334220477426,non_parametric_bootstrap,spending
0.16790045030721318,0.2317458523366355,non_parametric_bootstrap,state
2.0730514196567382,3.3705432654047236,non_parametric_bootstrap,stop
-0.5782454495213203,0.2979214258572439,non_parametric_bootstrap,students
-1.171595691387218,-2.0084547295804054,non_parametric_bootstrap,support
-0.9188858089419893,-4.681253072263325,non_parametric_bootstrap,system
2.0257710189294325,3.595649506945101,non_parametric_bootstrap,tax
0.5481678802487335,4.076458215893172,non_parametric_bootstrap,united
0.2898214581786701,3.910517247611116,non_parametric_bootstrap,veterans
-3.958191923307544,-8.378094401091658,non_parametric_bootstrap,violence
-5.756336985789053,-9.87223560426799,non_parametric_bootstrap,vote
-6.598823602624229,-11.234185638115783,non_parametric_bootstrap,voting
-7.298437664252843,-17.36315680121312,non_parametric_bootstrap,voting rights
-0.8755600294112641,-1.6718751311304372,non_parametric_bootstrap,workers
-3.0780422908431526,-5.7322792368542,non_parametric_bootstrap,working
-3.5232660822919746,-3.681042310134559,parametric_bootstrap,access
-4.034277789108793,-4.02377588439725,parametric_bootstrap,affordable
4.623356921393424,5.0214535782092,parametric_bootstrap,america
5.389779863661767,4.854412357380347,parametric_bootstrap,american
-2.6562746973439,-1.7662291384781545,parametric_bootstrap,assistance
-3.054924267567475,-2.8102023246123355,parametric_bootstrap,attack
19.111249465908212,18.950756126895943,parametric_bootstrap,biden
6.549238145580037,6.8914838003294765,parametric_bootstrap,biden administration
3.083796087577673,2.75660907692039,parametric_bootstrap,bill
-4.7148702656745085,-5.714054702668283,parametric_bootstrap,bipartisan
8.841178367293622,8.856875212087598,parametric_bootstrap,border
-5.1561275050048,-4.748657647180574,parametric_bootstrap,capitol
-6.231914106966158,-6.462033440065727,parametric_bootstrap,care
-1.6008439478502645,-1.1511038217880454,parametric_bootstrap,celebrate
-3.434977381558946,-3.070302480439749,parametric_bootstrap,change
-4.058685689729074,-3.9800636927094706,parametric_bootstrap,child
-1.2157787405920215,-1.6065474018984949,parametric_bootstrap,children
4.708052040499052,4.601246230774056,parametric_bootstrap,china
1.703324006506227,1.7798789275983222,parametric_bootstrap,colleagues
-3.755225560617287,-5.343359728454323,parametric_bootstrap,community
-1.1464319017429607,-0.7920427611883403,parametric_bootstrap,congress
3.775924536754108,4.041652491510352,parametric_bootstrap,control
-1.3029834298967968,-0.7310949872458576,parametric_bootstrap,country
2.042873465625277,2.5778445224968216,parametric_bootstrap,court
3.697755130013221,4.153663361041824,parametric_bootstrap,crisis
-1.9634779737990864,-2.464084322382647,parametric_bootstrap,critical
2.059132488569,2.098574337396894,parametric_bootstrap,debt
-11.121788245835043,-10.655225704449318,parametric_bootstrap,democracy
11.880509337786597,11.312825166851882,parametric_bootstrap,democrats
0.33518450168651964,0.40204747797232887,parametric_bootstrap,deserve
0.42840832420043007,0.38529227842307634,parametric_bootstrap,economic
0.22231134880708522,-0.6377565844298777,parametric_bootstrap,economy
-0.2539290513770431,-0.6152740856478417,parametric_bootstrap,election
1.5816529324450204,2.9116630892271282,parametric_bootstrap,enforcement
-4.59937134755305,-3.940610011759262,parametric_bootstrap,ensure
0.4433182573264462,0.1771634781047551,parametric_bootstrap,family
2.204373370351201,2.769519727916601,parametric_bootstrap,federal
-2.665895279776464,-3.601643266071548,parametric_bootstrap,fight
-2.006437619831724,-1.7909095365348917,parametric_bootstrap,free
2.090421961752206,1.6187983030780548,parametric_bootstrap,freedom
-3.009311269330794,-3.97925286796268,parametric_bootstrap,funding
-0.046861304010036964,0.7740392396797972,parametric_bootstrap,give
-2.733634324222076,-2.7753898962302768,parametric_bootstrap,good
5.755826716392996,5.4215673351327265,parametric_bootstrap,government
3.2068616691487573,4.014862741814999,parametric_bootstrap,great
1.8876653369912684,2.166209753598099,parametric_bootstrap,happy
-6.988210937701064,-7.93071849883063,parametric_bootstrap,health
-3.1898344493626385,-3.770253415777709,parametric_bootstrap,health care
-5.8134828369319385,-5.992544832498952,parametric_bootstrap,help
-1.2279492329048223,-1.0615964880890505,parametric_bootstrap,home
0.5317142387272298,0.3273653939910195,parametric_bootstrap,honor
0.0806627312722381,0.37532967300847514,parametric_bootstrap,hope
5.2844467706729334,5.295828411020356,parametric_bootstrap,illegal
1.4661513575510603,0.8629649196361007,parametric_bootstrap,issues
-4.359789545486859,-3.990794664353508,parametric_bootstrap,jobs
-3.6917583906995537,-3.567686399605207,parametric_bootstrap,justice
-4.2950002246722185,-3.063966821908845,parametric_bootstrap,law
-1.1393169923355335,-0.959223931403668,parametric_bootstrap,lead
0.13163637265157016,0.19840540756101896,parametric_bootstrap,leadership
1.9206370085939273,1.816980491792205,parametric_bootstrap,left
-2.343995198563434,-2.9892007793505604,parametric_bootstrap,local
-2.360279933383742,-3.1048860826774827,parametric_bootstrap,loved ones
7.38180106207612,7.13014109195776,parametric_bootstrap,mandate
2.2493843697437126,3.061789173269665,parametric_bootstrap,military
1.2952247514849191,2.5256881790335197,parametric_bootstrap,nation
2.9727249066764254,3.6989835329284713,parametric_bootstrap,national
-0.04101204674437137,-0.5466425339189248,parametric_bootstrap,needs
-1.1219788339081365,-0.8344535249940898,parametric_bootstrap,people
1.0425410544772544,1.0971859482644406,parametric_bootstrap,power
8.885219648494378,9.271593737662386,parametric_bootstrap,president
4.332762404879103,3.9072407473580153,parametric_bootstrap,prices
-6.644462002625309,-6.318670871759599,parametric_bootstrap,protect
-0.8549539494651605,-1.5313958599228352,parametric_bootstrap,proud
-1.2145275954141634,-1.3707018361566137,parametric_bootstrap,provide
-1.0238103688695719,-0.7200731021995042,parametric_bootstrap,republicans
-6.947831977917711,-5.4839175274864,parametric_bootstrap,right
-5.339495677538459,-5.435522817929684,parametric_bootstrap,rights
-1.5073628058106416,-1.529208337034758,parametric_bootstrap,safety
-0.5312370977148413,0.7256136871448066,parametric_bootstrap,school
0.8904609206547544,1.6954597766255528,parametric_bootstrap,security
-5.937245091397835,-5.441334359963873,parametric_bootstrap,senate
-0.09830186479747315,0.5761406019819272,parametric_bootstrap,serve
0.8883943231550608,-0.0990140994883324,parametric_bootstrap,service
-0.16292646920061052,0.5037114669726773,parametric_bootstrap,small businesses
10.074920869838207,9.839676208001393,parametric_bootstrap,spending
0.16790045030721318,0.17085763491859968,parametric_bootstrap,state
2.0730514196567382,2.049199589679985,parametric_bootstrap,stop
-0.5782454495213203,0.17297108604309042,parametric_bootstrap,students
-1.171595691387218,-1.5552953793445656,parametric_bootstrap,support
-0.9188858089419893,-2.257413374225288,parametric_bootstrap,system
2.0257710189294325,2.4746851517419985,parametric_bootstrap,tax
0.5481678802487335,1.8990756213528661,parametric_bootstrap,united
0.2898214581786701,2.407794383159932,parametric_bootstrap,veterans
-3.958191923307544,-3.516414272681399,parametric_bootstrap,violence
-5.756336985789053,-6.0166251549225365,parametric_bootstrap,vote
-6.598823602624229,-6.732541042929873,parametric_bootstrap,voting
-7.298437664252843,-6.833554835684623,parametric_bootstrap,voting rights
-0.8755600294112641,-1.0214692014329527,parametric_bootstrap,workers
-3.0780422908431526,-3.3279774762826837,parametric_bootstrap,working
